DateKey,Year,Quarter,QuarterName,YearQuarter,MonthNumber,MonthName,MonthShort,YearMonth,Day,DayOfWeekNum,DayName,WeekOfYear,IsWeekend
2009-06-04,2009,2,Q2,2009-Q2,6,June,Jun,2009-06,4,4,Thursday,23,0
2009-06-05,2009,2,Q2,2009-Q2,6,June,Jun,2009-06,5,5,Friday,23,0
2009-06-06,2009,2,Q2,2009-Q2,6,June,Jun,2009-06,6,6,Saturday,23,1
2009-06-07,2009,2,Q2,2009-Q2,6,June,Jun,2009-06,7,7,Sunday,23,1
2009-06-08,2009,2,Q2,2009-Q2,6,June,Jun,2009-06,8,1,Monday,24,0
2009-06-09,2009,2,Q2,2009-Q2,6,June,Jun,2009-06,9,2,Tuesday,24,0
2009-06-10,2009,2,Q2,2009-Q2,6,June,Jun,2009-06,10,3,Wednesday,24,0
2009-06-11,2009,2,Q2,2009-Q2,6,June,Jun,2009-06,11,4,Thursday,24,0
2009-06-12,2009,2,Q2,2009-Q2,6,June,Jun,2009-06,12,5,Friday,24,0
2009-06-13,2009,2,Q2,2009-Q2,6,June,Jun,2009-06,13,6,Saturday,24,1
2009-06-14,2009,2,Q2,2009-Q2,6,June,Jun,2009-06,14,7,Sunday,24,1
2009-06-15,2009,2,Q2,2009-Q2,6,June,Jun,2009-06,15,1,Monday,25,0
2009-06-16,2009,2,Q2,2009-Q2,6,June,Jun,2009-06,16,2,Tuesday,25,0
2009-06-17,2009,2,Q2,2009-Q2,6,June,Jun,2009-06,17,3,Wednesday,25,0
2009-06-18,2009,2,Q2,2009-Q2,6,June,Jun,2009-06,18,4,Thursday,25,0
2009-06-19,2009,2,Q2,2009-Q2,6,June,Jun,2009-06,19,5,Friday,25,0
2009-06-20,2009,2,Q2,2009-Q2,6,June,Jun,2009-06,20,6,Saturday,25,1
2009-06-21,2009,2,Q2,2009-Q2,6,June,Jun,2009-06,21,7,Sunday,25,1
2009-06-22,2009,2,Q2,2009-Q2,6,June,Jun,2009-06,22,1,Monday,26,0
2009-06-23,2009,2,Q2,2009-Q2,6,June,Jun,2009-06,23,2,Tuesday,26,0
2009-06-24,2009,2,Q2,2009-Q2,6,June,Jun,2009-06,24,3,Wednesday,26,0
2009-06-25,2009,2,Q2,2009-Q2,6,June,Jun,2009-06,25,4,Thursday,26,0
2009-06-26,2009,2,Q2,2009-Q2,6,June,Jun,2009-06,26,5,Friday,26,0
2009-06-27,2009,2,Q2,2009-Q2,6,June,Jun,2009-06,27,6,Saturday,26,1
2009-06-28,2009,2,Q2,2009-Q2,6,June,Jun,2009-06,28,7,Sunday,26,1
2009-06-29,2009,2,Q2,2009-Q2,6,June,Jun,2009-06,29,1,Monday,27,0
2009-06-30,2009,2,Q2,2009-Q2,6,June,Jun,2009-06,30,2,Tuesday,27,0
2009-07-01,2009,3,Q3,2009-Q3,7,July,Jul,2009-07,1,3,Wednesday,27,0
2009-07-02,2009,3,Q3,2009-Q3,7,July,Jul,2009-07,2,4,Thursday,27,0
2009-07-03,2009,3,Q3,2009-Q3,7,July,Jul,2009-07,3,5,Friday,27,0
2009-07-04,2009,3,Q3,2009-Q3,7,July,Jul,2009-07,4,6,Saturday,27,1
2009-07-05,2009,3,Q3,2009-Q3,7,July,Jul,2009-07,5,7,Sunday,27,1
2009-07-06,2009,3,Q3,2009-Q3,7,July,Jul,2009-07,6,1,Monday,28,0
2009-07-07,2009,3,Q3,2009-Q3,7,July,Jul,2009-07,7,2,Tuesday,28,0
2009-07-08,2009,3,Q3,2009-Q3,7,July,Jul,2009-07,8,3,Wednesday,28,0
2009-07-09,2009,3,Q3,2009-Q3,7,July,Jul,2009-07,9,4,Thursday,28,0
2009-07-10,2009,3,Q3,2009-Q3,7,July,Jul,2009-07,10,5,Friday,28,0
2009-07-11,2009,3,Q3,2009-Q3,7,July,Jul,2009-07,11,6,Saturday,28,1
2009-07-12,2009,3,Q3,2009-Q3,7,July,Jul,2009-07,12,7,Sunday,28,1
2009-07-13,2009,3,Q3,2009-Q3,7,July,Jul,2009-07,13,1,Monday,29,0
2009-07-14,2009,3,Q3,2009-Q3,7,July,Jul,2009-07,14,2,Tuesday,29,0
2009-07-15,2009,3,Q3,2009-Q3,7,July,Jul,2009-07,15,3,Wednesday,29,0
2009-07-16,2009,3,Q3,2009-Q3,7,July,Jul,2009-07,16,4,Thursday,29,0
2009-07-17,2009,3,Q3,2009-Q3,7,July,Jul,2009-07,17,5,Friday,29,0
2009-07-18,2009,3,Q3,2009-Q3,7,July,Jul,2009-07,18,6,Saturday,29,1
2009-07-19,2009,3,Q3,2009-Q3,7,July,Jul,2009-07,19,7,Sunday,29,1
2009-07-20,2009,3,Q3,2009-Q3,7,July,Jul,2009-07,20,1,Monday,30,0
2009-07-21,2009,3,Q3,2009-Q3,7,July,Jul,2009-07,21,2,Tuesday,30,0
2009-07-22,2009,3,Q3,2009-Q3,7,July,Jul,2009-07,22,3,Wednesday,30,0
2009-07-23,2009,3,Q3,2009-Q3,7,July,Jul,2009-07,23,4,Thursday,30,0
2009-07-24,2009,3,Q3,2009-Q3,7,July,Jul,2009-07,24,5,Friday,30,0
2009-07-25,2009,3,Q3,2009-Q3,7,July,Jul,2009-07,25,6,Saturday,30,1
2009-07-26,2009,3,Q3,2009-Q3,7,July,Jul,2009-07,26,7,Sunday,30,1
2009-07-27,2009,3,Q3,2009-Q3,7,July,Jul,2009-07,27,1,Monday,31,0
2009-07-28,2009,3,Q3,2009-Q3,7,July,Jul,2009-07,28,2,Tuesday,31,0
2009-07-29,2009,3,Q3,2009-Q3,7,July,Jul,2009-07,29,3,Wednesday,31,0
2009-07-30,2009,3,Q3,2009-Q3,7,July,Jul,2009-07,30,4,Thursday,31,0
2009-07-31,2009,3,Q3,2009-Q3,7,July,Jul,2009-07,31,5,Friday,31,0
2009-08-01,2009,3,Q3,2009-Q3,8,August,Aug,2009-08,1,6,Saturday,31,1
2009-08-02,2009,3,Q3,2009-Q3,8,August,Aug,2009-08,2,7,Sunday,31,1
2009-08-03,2009,3,Q3,2009-Q3,8,August,Aug,2009-08,3,1,Monday,32,0
2009-08-04,2009,3,Q3,2009-Q3,8,August,Aug,2009-08,4,2,Tuesday,32,0
2009-08-05,2009,3,Q3,2009-Q3,8,August,Aug,2009-08,5,3,Wednesday,32,0
2009-08-06,2009,3,Q3,2009-Q3,8,August,Aug,2009-08,6,4,Thursday,32,0
2009-08-07,2009,3,Q3,2009-Q3,8,August,Aug,2009-08,7,5,Friday,32,0
2009-08-08,2009,3,Q3,2009-Q3,8,August,Aug,2009-08,8,6,Saturday,32,1
2009-08-09,2009,3,Q3,2009-Q3,8,August,Aug,2009-08,9,7,Sunday,32,1
2009-08-10,2009,3,Q3,2009-Q3,8,August,Aug,2009-08,10,1,Monday,33,0
2009-08-11,2009,3,Q3,2009-Q3,8,August,Aug,2009-08,11,2,Tuesday,33,0
2009-08-12,2009,3,Q3,2009-Q3,8,August,Aug,2009-08,12,3,Wednesday,33,0
2009-08-13,2009,3,Q3,2009-Q3,8,August,Aug,2009-08,13,4,Thursday,33,0
2009-08-14,2009,3,Q3,2009-Q3,8,August,Aug,2009-08,14,5,Friday,33,0
2009-08-15,2009,3,Q3,2009-Q3,8,August,Aug,2009-08,15,6,Saturday,33,1
2009-08-16,2009,3,Q3,2009-Q3,8,August,Aug,2009-08,16,7,Sunday,33,1
2009-08-17,2009,3,Q3,2009-Q3,8,August,Aug,2009-08,17,1,Monday,34,0
2009-08-18,2009,3,Q3,2009-Q3,8,August,Aug,2009-08,18,2,Tuesday,34,0
2009-08-19,2009,3,Q3,2009-Q3,8,August,Aug,2009-08,19,3,Wednesday,34,0
2009-08-20,2009,3,Q3,2009-Q3,8,August,Aug,2009-08,20,4,Thursday,34,0
2009-08-21,2009,3,Q3,2009-Q3,8,August,Aug,2009-08,21,5,Friday,34,0
2009-08-22,2009,3,Q3,2009-Q3,8,August,Aug,2009-08,22,6,Saturday,34,1
2009-08-23,2009,3,Q3,2009-Q3,8,August,Aug,2009-08,23,7,Sunday,34,1
2009-08-24,2009,3,Q3,2009-Q3,8,August,Aug,2009-08,24,1,Monday,35,0
2009-08-25,2009,3,Q3,2009-Q3,8,August,Aug,2009-08,25,2,Tuesday,35,0
2009-08-26,2009,3,Q3,2009-Q3,8,August,Aug,2009-08,26,3,Wednesday,35,0
2009-08-27,2009,3,Q3,2009-Q3,8,August,Aug,2009-08,27,4,Thursday,35,0
2009-08-28,2009,3,Q3,2009-Q3,8,August,Aug,2009-08,28,5,Friday,35,0
2009-08-29,2009,3,Q3,2009-Q3,8,August,Aug,2009-08,29,6,Saturday,35,1
2009-08-30,2009,3,Q3,2009-Q3,8,August,Aug,2009-08,30,7,Sunday,35,1
2009-08-31,2009,3,Q3,2009-Q3,8,August,Aug,2009-08,31,1,Monday,36,0
2009-09-01,2009,3,Q3,2009-Q3,9,September,Sep,2009-09,1,2,Tuesday,36,0
2009-09-02,2009,3,Q3,2009-Q3,9,September,Sep,2009-09,2,3,Wednesday,36,0
2009-09-03,2009,3,Q3,2009-Q3,9,September,Sep,2009-09,3,4,Thursday,36,0
2009-09-04,2009,3,Q3,2009-Q3,9,September,Sep,2009-09,4,5,Friday,36,0
2009-09-05,2009,3,Q3,2009-Q3,9,September,Sep,2009-09,5,6,Saturday,36,1
2009-09-06,2009,3,Q3,2009-Q3,9,September,Sep,2009-09,6,7,Sunday,36,1
2009-09-07,2009,3,Q3,2009-Q3,9,September,Sep,2009-09,7,1,Monday,37,0
2009-09-08,2009,3,Q3,2009-Q3,9,September,Sep,2009-09,8,2,Tuesday,37,0
2009-09-09,2009,3,Q3,2009-Q3,9,September,Sep,2009-09,9,3,Wednesday,37,0
2009-09-10,2009,3,Q3,2009-Q3,9,September,Sep,2009-09,10,4,Thursday,37,0
2009-09-11,2009,3,Q3,2009-Q3,9,September,Sep,2009-09,11,5,Friday,37,0
2009-09-12,2009,3,Q3,2009-Q3,9,September,Sep,2009-09,12,6,Saturday,37,1
2009-09-13,2009,3,Q3,2009-Q3,9,September,Sep,2009-09,13,7,Sunday,37,1
2009-09-14,2009,3,Q3,2009-Q3,9,September,Sep,2009-09,14,1,Monday,38,0
2009-09-15,2009,3,Q3,2009-Q3,9,September,Sep,2009-09,15,2,Tuesday,38,0
2009-09-16,2009,3,Q3,2009-Q3,9,September,Sep,2009-09,16,3,Wednesday,38,0
2009-09-17,2009,3,Q3,2009-Q3,9,September,Sep,2009-09,17,4,Thursday,38,0
2009-09-18,2009,3,Q3,2009-Q3,9,September,Sep,2009-09,18,5,Friday,38,0
2009-09-19,2009,3,Q3,2009-Q3,9,September,Sep,2009-09,19,6,Saturday,38,1
2009-09-20,2009,3,Q3,2009-Q3,9,September,Sep,2009-09,20,7,Sunday,38,1
2009-09-21,2009,3,Q3,2009-Q3,9,September,Sep,2009-09,21,1,Monday,39,0
2009-09-22,2009,3,Q3,2009-Q3,9,September,Sep,2009-09,22,2,Tuesday,39,0
2009-09-23,2009,3,Q3,2009-Q3,9,September,Sep,2009-09,23,3,Wednesday,39,0
2009-09-24,2009,3,Q3,2009-Q3,9,September,Sep,2009-09,24,4,Thursday,39,0
2009-09-25,2009,3,Q3,2009-Q3,9,September,Sep,2009-09,25,5,Friday,39,0
2009-09-26,2009,3,Q3,2009-Q3,9,September,Sep,2009-09,26,6,Saturday,39,1
2009-09-27,2009,3,Q3,2009-Q3,9,September,Sep,2009-09,27,7,Sunday,39,1
2009-09-28,2009,3,Q3,2009-Q3,9,September,Sep,2009-09,28,1,Monday,40,0
2009-09-29,2009,3,Q3,2009-Q3,9,September,Sep,2009-09,29,2,Tuesday,40,0
2009-09-30,2009,3,Q3,2009-Q3,9,September,Sep,2009-09,30,3,Wednesday,40,0
2009-10-01,2009,4,Q4,2009-Q4,10,October,Oct,2009-10,1,4,Thursday,40,0
2009-10-02,2009,4,Q4,2009-Q4,10,October,Oct,2009-10,2,5,Friday,40,0
2009-10-03,2009,4,Q4,2009-Q4,10,October,Oct,2009-10,3,6,Saturday,40,1
2009-10-04,2009,4,Q4,2009-Q4,10,October,Oct,2009-10,4,7,Sunday,40,1
2009-10-05,2009,4,Q4,2009-Q4,10,October,Oct,2009-10,5,1,Monday,41,0
2009-10-06,2009,4,Q4,2009-Q4,10,October,Oct,2009-10,6,2,Tuesday,41,0
2009-10-07,2009,4,Q4,2009-Q4,10,October,Oct,2009-10,7,3,Wednesday,41,0
2009-10-08,2009,4,Q4,2009-Q4,10,October,Oct,2009-10,8,4,Thursday,41,0
2009-10-09,2009,4,Q4,2009-Q4,10,October,Oct,2009-10,9,5,Friday,41,0
2009-10-10,2009,4,Q4,2009-Q4,10,October,Oct,2009-10,10,6,Saturday,41,1
2009-10-11,2009,4,Q4,2009-Q4,10,October,Oct,2009-10,11,7,Sunday,41,1
2009-10-12,2009,4,Q4,2009-Q4,10,October,Oct,2009-10,12,1,Monday,42,0
2009-10-13,2009,4,Q4,2009-Q4,10,October,Oct,2009-10,13,2,Tuesday,42,0
2009-10-14,2009,4,Q4,2009-Q4,10,October,Oct,2009-10,14,3,Wednesday,42,0
2009-10-15,2009,4,Q4,2009-Q4,10,October,Oct,2009-10,15,4,Thursday,42,0
2009-10-16,2009,4,Q4,2009-Q4,10,October,Oct,2009-10,16,5,Friday,42,0
2009-10-17,2009,4,Q4,2009-Q4,10,October,Oct,2009-10,17,6,Saturday,42,1
2009-10-18,2009,4,Q4,2009-Q4,10,October,Oct,2009-10,18,7,Sunday,42,1
2009-10-19,2009,4,Q4,2009-Q4,10,October,Oct,2009-10,19,1,Monday,43,0
2009-10-20,2009,4,Q4,2009-Q4,10,October,Oct,2009-10,20,2,Tuesday,43,0
2009-10-21,2009,4,Q4,2009-Q4,10,October,Oct,2009-10,21,3,Wednesday,43,0
2009-10-22,2009,4,Q4,2009-Q4,10,October,Oct,2009-10,22,4,Thursday,43,0
2009-10-23,2009,4,Q4,2009-Q4,10,October,Oct,2009-10,23,5,Friday,43,0
2009-10-24,2009,4,Q4,2009-Q4,10,October,Oct,2009-10,24,6,Saturday,43,1
2009-10-25,2009,4,Q4,2009-Q4,10,October,Oct,2009-10,25,7,Sunday,43,1
2009-10-26,2009,4,Q4,2009-Q4,10,October,Oct,2009-10,26,1,Monday,44,0
2009-10-27,2009,4,Q4,2009-Q4,10,October,Oct,2009-10,27,2,Tuesday,44,0
2009-10-28,2009,4,Q4,2009-Q4,10,October,Oct,2009-10,28,3,Wednesday,44,0
2009-10-29,2009,4,Q4,2009-Q4,10,October,Oct,2009-10,29,4,Thursday,44,0
2009-10-30,2009,4,Q4,2009-Q4,10,October,Oct,2009-10,30,5,Friday,44,0
2009-10-31,2009,4,Q4,2009-Q4,10,October,Oct,2009-10,31,6,Saturday,44,1
2009-11-01,2009,4,Q4,2009-Q4,11,November,Nov,2009-11,1,7,Sunday,44,1
2009-11-02,2009,4,Q4,2009-Q4,11,November,Nov,2009-11,2,1,Monday,45,0
2009-11-03,2009,4,Q4,2009-Q4,11,November,Nov,2009-11,3,2,Tuesday,45,0
2009-11-04,2009,4,Q4,2009-Q4,11,November,Nov,2009-11,4,3,Wednesday,45,0
2009-11-05,2009,4,Q4,2009-Q4,11,November,Nov,2009-11,5,4,Thursday,45,0
2009-11-06,2009,4,Q4,2009-Q4,11,November,Nov,2009-11,6,5,Friday,45,0
2009-11-07,2009,4,Q4,2009-Q4,11,November,Nov,2009-11,7,6,Saturday,45,1
2009-11-08,2009,4,Q4,2009-Q4,11,November,Nov,2009-11,8,7,Sunday,45,1
2009-11-09,2009,4,Q4,2009-Q4,11,November,Nov,2009-11,9,1,Monday,46,0
2009-11-10,2009,4,Q4,2009-Q4,11,November,Nov,2009-11,10,2,Tuesday,46,0
2009-11-11,2009,4,Q4,2009-Q4,11,November,Nov,2009-11,11,3,Wednesday,46,0
2009-11-12,2009,4,Q4,2009-Q4,11,November,Nov,2009-11,12,4,Thursday,46,0
2009-11-13,2009,4,Q4,2009-Q4,11,November,Nov,2009-11,13,5,Friday,46,0
2009-11-14,2009,4,Q4,2009-Q4,11,November,Nov,2009-11,14,6,Saturday,46,1
2009-11-15,2009,4,Q4,2009-Q4,11,November,Nov,2009-11,15,7,Sunday,46,1
2009-11-16,2009,4,Q4,2009-Q4,11,November,Nov,2009-11,16,1,Monday,47,0
2009-11-17,2009,4,Q4,2009-Q4,11,November,Nov,2009-11,17,2,Tuesday,47,0
2009-11-18,2009,4,Q4,2009-Q4,11,November,Nov,2009-11,18,3,Wednesday,47,0
2009-11-19,2009,4,Q4,2009-Q4,11,November,Nov,2009-11,19,4,Thursday,47,0
2009-11-20,2009,4,Q4,2009-Q4,11,November,Nov,2009-11,20,5,Friday,47,0
2009-11-21,2009,4,Q4,2009-Q4,11,November,Nov,2009-11,21,6,Saturday,47,1
2009-11-22,2009,4,Q4,2009-Q4,11,November,Nov,2009-11,22,7,Sunday,47,1
2009-11-23,2009,4,Q4,2009-Q4,11,November,Nov,2009-11,23,1,Monday,48,0
2009-11-24,2009,4,Q4,2009-Q4,11,November,Nov,2009-11,24,2,Tuesday,48,0
2009-11-25,2009,4,Q4,2009-Q4,11,November,Nov,2009-11,25,3,Wednesday,48,0
2009-11-26,2009,4,Q4,2009-Q4,11,November,Nov,2009-11,26,4,Thursday,48,0
2009-11-27,2009,4,Q4,2009-Q4,11,November,Nov,2009-11,27,5,Friday,48,0
2009-11-28,2009,4,Q4,2009-Q4,11,November,Nov,2009-11,28,6,Saturday,48,1
2009-11-29,2009,4,Q4,2009-Q4,11,November,Nov,2009-11,29,7,Sunday,48,1
2009-11-30,2009,4,Q4,2009-Q4,11,November,Nov,2009-11,30,1,Monday,49,0
2009-12-01,2009,4,Q4,2009-Q4,12,December,Dec,2009-12,1,2,Tuesday,49,0
2009-12-02,2009,4,Q4,2009-Q4,12,December,Dec,2009-12,2,3,Wednesday,49,0
2009-12-03,2009,4,Q4,2009-Q4,12,December,Dec,2009-12,3,4,Thursday,49,0
2009-12-04,2009,4,Q4,2009-Q4,12,December,Dec,2009-12,4,5,Friday,49,0
2009-12-05,2009,4,Q4,2009-Q4,12,December,Dec,2009-12,5,6,Saturday,49,1
2009-12-06,2009,4,Q4,2009-Q4,12,December,Dec,2009-12,6,7,Sunday,49,1
2009-12-07,2009,4,Q4,2009-Q4,12,December,Dec,2009-12,7,1,Monday,50,0
2009-12-08,2009,4,Q4,2009-Q4,12,December,Dec,2009-12,8,2,Tuesday,50,0
2009-12-09,2009,4,Q4,2009-Q4,12,December,Dec,2009-12,9,3,Wednesday,50,0
2009-12-10,2009,4,Q4,2009-Q4,12,December,Dec,2009-12,10,4,Thursday,50,0
2009-12-11,2009,4,Q4,2009-Q4,12,December,Dec,2009-12,11,5,Friday,50,0
2009-12-12,2009,4,Q4,2009-Q4,12,December,Dec,2009-12,12,6,Saturday,50,1
2009-12-13,2009,4,Q4,2009-Q4,12,December,Dec,2009-12,13,7,Sunday,50,1
2009-12-14,2009,4,Q4,2009-Q4,12,December,Dec,2009-12,14,1,Monday,51,0
2009-12-15,2009,4,Q4,2009-Q4,12,December,Dec,2009-12,15,2,Tuesday,51,0
2009-12-16,2009,4,Q4,2009-Q4,12,December,Dec,2009-12,16,3,Wednesday,51,0
2009-12-17,2009,4,Q4,2009-Q4,12,December,Dec,2009-12,17,4,Thursday,51,0
2009-12-18,2009,4,Q4,2009-Q4,12,December,Dec,2009-12,18,5,Friday,51,0
2009-12-19,2009,4,Q4,2009-Q4,12,December,Dec,2009-12,19,6,Saturday,51,1
2009-12-20,2009,4,Q4,2009-Q4,12,December,Dec,2009-12,20,7,Sunday,51,1
2009-12-21,2009,4,Q4,2009-Q4,12,December,Dec,2009-12,21,1,Monday,52,0
2009-12-22,2009,4,Q4,2009-Q4,12,December,Dec,2009-12,22,2,Tuesday,52,0
2009-12-23,2009,4,Q4,2009-Q4,12,December,Dec,2009-12,23,3,Wednesday,52,0
2009-12-24,2009,4,Q4,2009-Q4,12,December,Dec,2009-12,24,4,Thursday,52,0
2009-12-25,2009,4,Q4,2009-Q4,12,December,Dec,2009-12,25,5,Friday,52,0
2009-12-26,2009,4,Q4,2009-Q4,12,December,Dec,2009-12,26,6,Saturday,52,1
2009-12-27,2009,4,Q4,2009-Q4,12,December,Dec,2009-12,27,7,Sunday,52,1
2009-12-28,2009,4,Q4,2009-Q4,12,December,Dec,2009-12,28,1,Monday,53,0
2009-12-29,2009,4,Q4,2009-Q4,12,December,Dec,2009-12,29,2,Tuesday,53,0
2009-12-30,2009,4,Q4,2009-Q4,12,December,Dec,2009-12,30,3,Wednesday,53,0
2009-12-31,2009,4,Q4,2009-Q4,12,December,Dec,2009-12,31,4,Thursday,53,0
2008-03-23,2008,1,Q1,2008-Q1,3,March,Mar,2008-03,23,7,Sunday,12,1
2008-03-24,2008,1,Q1,2008-Q1,3,March,Mar,2008-03,24,1,Monday,13,0
2008-03-25,2008,1,Q1,2008-Q1,3,March,Mar,2008-03,25,2,Tuesday,13,0
2008-03-26,2008,1,Q1,2008-Q1,3,March,Mar,2008-03,26,3,Wednesday,13,0
2008-03-27,2008,1,Q1,2008-Q1,3,March,Mar,2008-03,27,4,Thursday,13,0
2008-03-28,2008,1,Q1,2008-Q1,3,March,Mar,2008-03,28,5,Friday,13,0
2008-03-29,2008,1,Q1,2008-Q1,3,March,Mar,2008-03,29,6,Saturday,13,1
2008-03-30,2008,1,Q1,2008-Q1,3,March,Mar,2008-03,30,7,Sunday,13,1
2008-03-31,2008,1,Q1,2008-Q1,3,March,Mar,2008-03,31,1,Monday,14,0
2008-04-01,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,1,2,Tuesday,14,0
2008-04-02,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,2,3,Wednesday,14,0
2008-04-03,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,3,4,Thursday,14,0
2008-04-04,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,4,5,Friday,14,0
2008-04-05,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,5,6,Saturday,14,1
2008-04-06,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,6,7,Sunday,14,1
2008-04-07,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,7,1,Monday,15,0
2008-04-08,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,8,2,Tuesday,15,0
2008-04-09,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,9,3,Wednesday,15,0
2008-04-10,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,10,4,Thursday,15,0
2008-04-11,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,11,5,Friday,15,0
2008-04-12,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,12,6,Saturday,15,1
2008-04-13,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,13,7,Sunday,15,1
2008-04-14,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,14,1,Monday,16,0
2008-04-15,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,15,2,Tuesday,16,0
2008-04-16,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,16,3,Wednesday,16,0
2008-04-17,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,17,4,Thursday,16,0
2008-04-18,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,18,5,Friday,16,0
2008-04-19,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,19,6,Saturday,16,1
2008-04-20,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,20,7,Sunday,16,1
2008-04-21,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,21,1,Monday,17,0
2008-04-22,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,22,2,Tuesday,17,0
2008-04-23,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,23,3,Wednesday,17,0
2008-04-24,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,24,4,Thursday,17,0
2008-04-25,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,25,5,Friday,17,0
2008-04-26,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,26,6,Saturday,17,1
2008-04-27,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,27,7,Sunday,17,1
2008-04-28,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,28,1,Monday,18,0
2008-04-29,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,29,2,Tuesday,18,0
2008-04-30,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,30,3,Wednesday,18,0
2008-05-01,2008,2,Q2,2008-Q2,5,May,May,2008-05,1,4,Thursday,18,0
2008-05-02,2008,2,Q2,2008-Q2,5,May,May,2008-05,2,5,Friday,18,0
2008-05-03,2008,2,Q2,2008-Q2,5,May,May,2008-05,3,6,Saturday,18,1
2008-05-04,2008,2,Q2,2008-Q2,5,May,May,2008-05,4,7,Sunday,18,1
2008-05-05,2008,2,Q2,2008-Q2,5,May,May,2008-05,5,1,Monday,19,0
2008-05-06,2008,2,Q2,2008-Q2,5,May,May,2008-05,6,2,Tuesday,19,0
2008-05-07,2008,2,Q2,2008-Q2,5,May,May,2008-05,7,3,Wednesday,19,0
2008-05-08,2008,2,Q2,2008-Q2,5,May,May,2008-05,8,4,Thursday,19,0
2008-05-09,2008,2,Q2,2008-Q2,5,May,May,2008-05,9,5,Friday,19,0
2008-05-10,2008,2,Q2,2008-Q2,5,May,May,2008-05,10,6,Saturday,19,1
2008-05-11,2008,2,Q2,2008-Q2,5,May,May,2008-05,11,7,Sunday,19,1
2008-05-12,2008,2,Q2,2008-Q2,5,May,May,2008-05,12,1,Monday,20,0
2008-05-13,2008,2,Q2,2008-Q2,5,May,May,2008-05,13,2,Tuesday,20,0
2008-05-14,2008,2,Q2,2008-Q2,5,May,May,2008-05,14,3,Wednesday,20,0
2008-05-15,2008,2,Q2,2008-Q2,5,May,May,2008-05,15,4,Thursday,20,0
2008-05-16,2008,2,Q2,2008-Q2,5,May,May,2008-05,16,5,Friday,20,0
2008-05-17,2008,2,Q2,2008-Q2,5,May,May,2008-05,17,6,Saturday,20,1
2008-05-18,2008,2,Q2,2008-Q2,5,May,May,2008-05,18,7,Sunday,20,1
2008-05-19,2008,2,Q2,2008-Q2,5,May,May,2008-05,19,1,Monday,21,0
2008-05-20,2008,2,Q2,2008-Q2,5,May,May,2008-05,20,2,Tuesday,21,0
2008-05-21,2008,2,Q2,2008-Q2,5,May,May,2008-05,21,3,Wednesday,21,0
2008-05-22,2008,2,Q2,2008-Q2,5,May,May,2008-05,22,4,Thursday,21,0
2008-05-23,2008,2,Q2,2008-Q2,5,May,May,2008-05,23,5,Friday,21,0
2008-05-24,2008,2,Q2,2008-Q2,5,May,May,2008-05,24,6,Saturday,21,1
2008-05-25,2008,2,Q2,2008-Q2,5,May,May,2008-05,25,7,Sunday,21,1
2008-05-26,2008,2,Q2,2008-Q2,5,May,May,2008-05,26,1,Monday,22,0
2008-05-27,2008,2,Q2,2008-Q2,5,May,May,2008-05,27,2,Tuesday,22,0
2008-05-28,2008,2,Q2,2008-Q2,5,May,May,2008-05,28,3,Wednesday,22,0
2008-05-29,2008,2,Q2,2008-Q2,5,May,May,2008-05,29,4,Thursday,22,0
2008-05-30,2008,2,Q2,2008-Q2,5,May,May,2008-05,30,5,Friday,22,0
2008-05-31,2008,2,Q2,2008-Q2,5,May,May,2008-05,31,6,Saturday,22,1
2008-06-01,2008,2,Q2,2008-Q2,6,June,Jun,2008-06,1,7,Sunday,22,1
2008-06-02,2008,2,Q2,2008-Q2,6,June,Jun,2008-06,2,1,Monday,23,0
2008-06-03,2008,2,Q2,2008-Q2,6,June,Jun,2008-06,3,2,Tuesday,23,0
2008-06-04,2008,2,Q2,2008-Q2,6,June,Jun,2008-06,4,3,Wednesday,23,0
